-----------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                               Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-----------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us      39.680us         0.01%      39.680us      19.840us           0 b           0 b           0 b           0 b             2  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     123.680us         0.02%     123.680us       4.581us           0 b           0 b           0 b           0 b            27  
void rocprim::detail::single_scan_kernel<false, rocp...         0.00%       0.000us         0.00%       0.000us       0.000us     194.720us         0.03%     194.720us       7.212us           0 b           0 b           0 b           0 b            27  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     272.961us         0.04%     272.961us       5.150us           0 b           0 b           0 b           0 b            53  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     291.360us         0.04%     291.360us       5.603us           0 b           0 b           0 b           0 b            52  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     140.800us         0.02%     140.800us       5.415us           0 b           0 b           0 b           0 b            26  
                                   hipStreamIsCapturing         0.00%       7.630us         0.00%       7.630us       0.509us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            15  
                                              hipMalloc         0.12%       1.028ms         0.12%       1.028ms      64.268us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            16  
void at::native::(anonymous namespace)::indexSelectL...         0.00%       0.000us         0.00%       0.000us       0.000us      30.400us         0.00%      30.400us      30.400us           0 b           0 b           0 b           0 b             1  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     103.840us         0.01%     103.840us       3.994us           0 b           0 b           0 b           0 b            26  
void at::native::triu_tril_kernel<c10::BFloat16, int...         0.00%       0.000us         0.00%       0.000us       0.000us      10.880us         0.00%      10.880us      10.880us           0 b           0 b           0 b           0 b             1  
void (anonymous namespace)::elementwise_kernel_with_...         0.00%       0.000us         0.00%       0.000us       0.000us      52.000us         0.01%      52.000us       2.000us           0 b           0 b           0 b           0 b            26  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     269.920us         0.04%     269.920us      10.382us           0 b           0 b           0 b           0 b            26  
void at::native::elementwise_kernel<512, 1, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     194.240us         0.03%     194.240us       7.471us           0 b           0 b           0 b           0 b            26  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us      31.200us         0.00%      31.200us      31.200us           0 b           0 b           0 b           0 b             1  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     144.320us         0.02%     144.320us       5.551us           0 b           0 b           0 b           0 b            26  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     156.000us         0.02%     156.000us       6.000us           0 b           0 b           0 b           0 b            26  
void at::native::elementwise_kernel<512, 1, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us      13.830ms         1.85%      13.830ms       5.373us           0 b           0 b           0 b           0 b          2574  
                                      hipModuleLoadData        21.76%     193.603ms        21.76%     193.603ms      38.721ms       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b             5  
                               hipExtModuleLaunchKernel         3.89%      34.587ms         3.89%      34.587ms       4.587us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b          7540  
Cijk_Ailk_Bljk_SB_MT64x16x16_MI16x16x4x1_SE_1LDSB0_A...         0.00%       0.000us         0.00%       0.000us       0.000us      11.840us         0.00%      11.840us      11.840us           0 b           0 b           0 b           0 b             1  
void at::native::(anonymous namespace)::CatArrayBatc...         0.00%       0.000us         0.00%       0.000us       0.000us      14.880us         0.00%      14.880us      14.880us           0 b           0 b           0 b           0 b             1  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     164.000us         0.02%     164.000us       6.308us           0 b           0 b           0 b           0 b            26  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     145.920us         0.02%     145.920us       5.612us           0 b           0 b           0 b           0 b            26  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     190.720us         0.03%     190.720us       3.668us           0 b           0 b           0 b           0 b            52  
void at::native::elementwise_kernel<512, 1, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us      14.000ms         1.87%      14.000ms       5.439us           0 b           0 b           0 b           0 b          2574  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       6.516ms         0.87%       6.516ms       3.856us           0 b           0 b           0 b           0 b          1690  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us      17.158ms         2.30%      17.158ms      10.153us           0 b           0 b           0 b           0 b          1690  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       7.938ms         1.06%       7.938ms       4.697us           0 b           0 b           0 b           0 b          1690  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       9.424ms         1.26%       9.424ms       5.576us           0 b           0 b           0 b           0 b          1690  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us       8.040ms         1.08%       8.040ms       4.757us           0 b           0 b           0 b           0 b          1690  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us      24.570ms         3.29%      24.570ms       7.241us           0 b           0 b           0 b           0 b          3393  
Cijk_Alik_Bljk_BBS_BH_MT128x64x64_MI32x32x8x1_SE_1LD...         0.00%       0.000us         0.00%       0.000us       0.000us      24.064ms         3.22%      24.064ms     188.000us           0 b           0 b           0 b           0 b           128  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us      10.363ms         1.39%      10.363ms       6.228us           0 b           0 b           0 b           0 b          1664  
void at::native::(anonymous namespace)::CatArrayBatc...         0.00%       0.000us         0.00%       0.000us       0.000us      17.077ms         2.29%      17.077ms       9.883us           0 b           0 b           0 b           0 b          1728  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us       9.700ms         1.30%       9.700ms      10.826us           0 b           0 b           0 b           0 b           896  
Cijk_Alik_Bljk_BBS_BH_MT128x64x64_MI32x32x8x1_SN_1LD...         0.00%       0.000us         0.00%       0.000us       0.000us       2.532ms         0.34%       2.532ms      79.110us           0 b           0 b           0 b           0 b            32  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       4.937ms         0.66%       4.937ms       5.933us           0 b           0 b           0 b           0 b           832  
void (anonymous namespace)::softmax_warp_forward<flo...         0.00%       0.000us         0.00%       0.000us       0.000us      12.492ms         1.67%      12.492ms      15.014us           0 b           0 b           0 b           0 b           832  
Cijk_Ailk_Bljk_BBS_BH_MT128x128x32_MI32x32x8x1_SN_1L...         0.00%       0.000us         0.00%       0.000us       0.000us       2.592ms         0.35%       2.592ms      81.000us           0 b           0 b           0 b           0 b            32  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     653.440us         0.09%     653.440us      20.420us           0 b           0 b           0 b           0 b            32  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      14.599ms         1.95%      14.599ms       4.473us           0 b           0 b           0 b           0 b          3264  
Cijk_Alik_Bljk_BBS_BH_MT128x64x64_MI16x16x16x1_SN_1L...         0.00%       0.000us         0.00%       0.000us       0.000us     202.030ms        27.05%     202.030ms     121.412us           0 b           0 b           0 b           0 b          1664  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       6.203ms         0.83%       6.203ms       7.455us           0 b           0 b           0 b           0 b           832  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      11.682ms         1.56%      11.682ms       4.754us           0 b           0 b           0 b           0 b          2457  
Cijk_Alik_Bljk_BBS_BH_MT160x128x64_MI32x32x8x1_SE_1L...         0.00%       0.000us         0.00%       0.000us       0.000us      24.824ms         3.32%      24.824ms     775.755us           0 b           0 b           0 b           0 b            32  
Cijk_Alik_Bljk_BBS_BH_MT128x96x64_MI32x32x8x1_SE_1LD...         0.00%       0.000us         0.00%       0.000us       0.000us       8.091ms         1.08%       8.091ms     311.194us           0 b           0 b           0 b           0 b            26  
void at::native::(anonymous namespace)::CatArrayBatc...         0.00%       0.000us         0.00%       0.000us       0.000us     320.800us         0.04%     320.800us       6.169us           0 b           0 b           0 b           0 b            52  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us     636.003us         0.09%     636.003us      24.462us           0 b           0 b           0 b           0 b            26  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     236.640us         0.03%     236.640us       4.551us           0 b           0 b           0 b           0 b            52  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     133.440us         0.02%     133.440us       5.132us           0 b           0 b           0 b           0 b            26  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     243.040us         0.03%     243.040us       4.674us           0 b           0 b           0 b           0 b            52  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us      59.360us         0.01%      59.360us       4.566us           0 b           0 b           0 b           0 b            13  
void at::native::elementwise_kernel<512, 1, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     181.600us         0.02%     181.600us       6.985us           0 b           0 b           0 b           0 b            26  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us     290.880us         0.04%     290.880us      11.188us           0 b           0 b           0 b           0 b            26  
void at::native::index_elementwise_kernel<128, 4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     211.041us         0.03%     211.041us       8.442us           0 b           0 b           0 b           0 b            25  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us     148.000us         0.02%     148.000us       5.920us           0 b           0 b           0 b           0 b            25  
void at::native::elementwise_kernel<512, 1, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     219.360us         0.03%     219.360us       8.774us           0 b           0 b           0 b           0 b            25  
Cijk_Alik_Bljk_SB_MT16x16x16_MI16x16x4x1_SN_1LDSB0_A...         0.00%       0.000us         0.00%       0.000us       0.000us     190.081us         0.03%     190.081us       7.603us           0 b           0 b           0 b           0 b            25  
void at::native::(anonymous namespace)::CatArrayBatc...         0.00%       0.000us         0.00%       0.000us       0.000us     119.360us         0.02%     119.360us       4.774us           0 b           0 b           0 b           0 b            25  
Cijk_Alik_Bljk_BBS_BH_MT64x16x128_MI16x16x16x1_SE_1L...         0.00%       0.000us         0.00%       0.000us       0.000us      88.816ms        11.89%      88.816ms      27.755us           0 b           0 b           0 b           0 b          3200  
Cijk_Alik_Bljk_BBS_BH_MT32x32x32_MI16x16x16x1_SE_1LD...         0.00%       0.000us         0.00%       0.000us       0.000us       3.959ms         0.53%       3.959ms      12.371us           0 b           0 b           0 b           0 b           320  
Cijk_Ailk_Bljk_BBS_BH_MT16x16x64_MI16x16x16x1_SE_1LD...         0.00%       0.000us         0.00%       0.000us       0.000us      12.541ms         1.68%      12.541ms      15.676us           0 b           0 b           0 b           0 b           800  
Cijk_Alik_Bljk_BBS_BH_MT128x96x64_MI32x32x8x1_SE_1LD...         0.00%       0.000us         0.00%       0.000us       0.000us     142.620ms        19.09%     142.620ms     178.275us           0 b           0 b           0 b           0 b           800  
void at::native::vectorized_elementwise_kernel<2, at...         0.00%       0.000us         0.00%       0.000us       0.000us      31.200us         0.00%      31.200us       4.457us           0 b           0 b           0 b           0 b             7  
void at::native::(anonymous namespace)::CatArrayBatc...         0.00%       0.000us         0.00%       0.000us       0.000us      30.702ms         4.11%      30.702ms      19.988us           0 b           0 b           0 b           0 b          1536  
Cijk_Alik_Bljk_BBS_BH_MT64x16x32_MI16x16x16x1_SE_1LD...         0.00%       0.000us         0.00%       0.000us       0.000us       6.977ms         0.93%       6.977ms      14.536us           0 b           0 b           0 b           0 b           480  
                                   hipDeviceSynchronize         0.00%       2.091us         0.00%       2.091us       2.091us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b             1  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 889.899ms
Self CUDA time total: 746.910ms
--------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                            Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem    # of Calls  
--------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                        [memory]         0.00%       0.000us         0.00%       0.000us       0.000us       0.000us         0.00%       0.000us       0.000us           0 b           0 b             2  
             hipMemcpyWithStream        96.22%      73.171us        96.22%      73.171us      73.171us       0.000us         0.00%       0.000us       0.000us           0 b           0 b             1  
    Memcpy DtoH (Device -> Host)         0.00%       0.000us         0.00%       0.000us       0.000us       5.120us       100.00%       5.120us       5.120us           0 b           0 b             1  
            hipDeviceSynchronize         3.78%       2.871us         3.78%       2.871us       2.871us       0.000us         0.00%       0.000us       0.000us           0 b           0 b             1  
--------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 76.042us
Self CUDA time total: 5.120us
