-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us       2.784us         0.00%       2.784us       2.784us           0 b           0 b           0 b           0 b             1  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       1.184us         0.00%       1.184us       1.184us           0 b           0 b           0 b           0 b             1  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us       2.432us         0.00%       2.432us       2.432us           0 b           0 b           0 b           0 b             1  
                                        cudaMemcpyAsync         0.13%      34.506us         0.13%      34.506us      17.253us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b             2  
                         Memcpy DtoD (Device -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us       5.824us         0.01%       5.824us       2.912us           0 b           0 b           0 b           0 b             2  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       1.279us         0.00%       1.279us       1.279us           0 b           0 b           0 b           0 b             1  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     452.546us         0.64%     452.546us       6.465us           0 b           0 b           0 b           0 b            70  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us     387.910us         0.54%     387.910us       5.968us           0 b           0 b           0 b           0 b            65  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     288.168us         0.40%     288.168us       4.433us           0 b           0 b           0 b           0 b            65  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us     458.341us         0.64%     458.341us       7.051us           0 b           0 b           0 b           0 b            65  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      74.885us         0.11%      74.885us       1.152us           0 b           0 b           0 b           0 b            65  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      76.962us         0.11%      76.962us       1.184us           0 b           0 b           0 b           0 b            65  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     350.503us         0.49%     350.503us       5.392us           0 b           0 b           0 b           0 b            65  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us       1.148ms         1.61%       1.148ms       5.948us           0 b           0 b           0 b           0 b           193  
void kDequantizeBlockwise<float, 512, 64, 8, 0>(floa...         0.00%       0.000us         0.00%       0.000us       0.000us     691.366us         0.97%     691.366us       3.086us           0 b           0 b           0 b           0 b           224  
                                    cudaPeekAtLastError         0.34%      91.148us         0.34%      91.148us       0.203us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           448  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     587.875us         0.82%     587.875us       2.624us           0 b           0 b           0 b           0 b           224  
void kDequantizeBlockwise<__half, 512, 64, 8, 2>(flo...         0.00%       0.000us         0.00%       0.000us       0.000us      14.780ms        20.74%      14.780ms      65.983us           0 b           0 b           0 b           0 b           224  
          cudaOccupancyMaxActiveBlocksPerMultiprocessor         1.40%     369.115us         1.40%     369.115us       1.538us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           240  
                                        cudaMemsetAsync         6.41%       1.696ms         6.41%       1.696ms       7.215us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           235  
                                        Memset (Device)         0.00%       0.000us         0.00%       0.000us       0.000us     103.202us         0.14%     103.202us       0.439us           0 b           0 b           0 b           0 b           235  
ampere_fp16_s1688gemm_fp16_128x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us      45.375ms        63.67%      45.375ms     197.280us           0 b           0 b           0 b           0 b           230  
void at::native::index_elementwise_kernel<128, 4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     237.122us         0.33%     237.122us       3.705us           0 b           0 b           0 b           0 b            64  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     186.784us         0.26%     186.784us       2.919us           0 b           0 b           0 b           0 b            64  
void at::native::(anonymous namespace)::CatArrayBatc...         0.00%       0.000us         0.00%       0.000us       0.000us     531.713us         0.75%     531.713us       8.308us           0 b           0 b           0 b           0 b            64  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     661.636us         0.93%     661.636us       6.892us           0 b           0 b           0 b           0 b            96  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     573.638us         0.80%     573.638us       5.975us           0 b           0 b           0 b           0 b            96  
                                 cudaDeviceGetAttribute         0.15%      40.838us         0.15%      40.838us       0.638us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            64  
                                         cuLaunchKernel         2.40%     633.517us         2.40%     633.517us       9.899us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            64  
void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s...         0.00%       0.000us         0.00%       0.000us       0.000us     801.900us         1.13%     801.900us      25.059us           0 b           0 b           0 b           0 b            32  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     210.179us         0.29%     210.179us       6.568us           0 b           0 b           0 b           0 b            32  
void (anonymous namespace)::softmax_warp_forward<c10...         0.00%       0.000us         0.00%       0.000us       0.000us     556.326us         0.78%     556.326us      17.385us           0 b           0 b           0 b           0 b            32  
void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816...         0.00%       0.000us         0.00%       0.000us       0.000us     562.564us         0.79%     562.564us      17.580us           0 b           0 b           0 b           0 b            32  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     215.713us         0.30%     215.713us       5.830us           0 b           0 b           0 b           0 b            37  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     447.269us         0.63%     447.269us      13.977us           0 b           0 b           0 b           0 b            32  
ampere_fp16_s1688gemm_fp16_128x64_sliced1x2_ldg8_rel...         0.00%       0.000us         0.00%       0.000us       0.000us     549.157us         0.77%     549.157us     109.831us           0 b           0 b           0 b           0 b             5  
                                  cudaDeviceSynchronize        14.94%       3.950ms        14.94%       3.950ms       3.950ms       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b             1  
void at::native::(anonymous namespace)::CatArrayBatc...         0.00%       0.000us         0.00%       0.000us       0.000us     253.699us         0.36%     253.699us     253.699us           0 b           0 b           0 b           0 b             1  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 26.435ms
Self CUDA time total: 71.267ms
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                               [memory]         0.00%       0.000us         0.00%       0.000us       0.000us       0.000us         0.00%       0.000us       0.000us           0 b           0 b     215.81 Mb     215.81 Mb          4763  
                                       cudaLaunchKernel        73.18%      19.620ms        73.18%      19.620ms       8.967us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b          2188  
void (anonymous namespace)::elementwise_kernel_with_...         0.00%       0.000us         0.00%       0.000us       0.000us       1.983us         0.00%       1.983us       0.991us           0 b           0 b           0 b           0 b             2  
void at::native::(anonymous namespace)::indexSelectL...         0.00%       0.000us         0.00%       0.000us       0.000us      10.945us         0.01%      10.945us      10.945us           0 b           0 b           0 b           0 b             1  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       0.896us         0.00%       0.896us       0.896us           0 b           0 b           0 b           0 b             1  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       1.152us         0.00%       1.152us       1.152us           0 b           0 b           0 b           0 b             1  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       1.056us         0.00%       1.056us       1.056us           0 b           0 b           0 b           0 b             1  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us       2.272us         0.00%       2.272us       2.272us           0 b           0 b           0 b           0 b             1  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       1.760us         0.00%       1.760us       1.760us           0 b           0 b           0 b           0 b             1  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us     819.399us         1.06%     819.399us       8.361us           0 b           0 b           0 b           0 b            98  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us       2.720us         0.00%       2.720us       2.720us           0 b           0 b           0 b           0 b             1  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       1.249us         0.00%       1.249us       1.249us           0 b           0 b           0 b           0 b             1  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us       2.368us         0.00%       2.368us       2.368us           0 b           0 b           0 b           0 b             1  
                                        cudaMemcpyAsync         0.13%      34.053us         0.13%      34.053us      17.027us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b             2  
                         Memcpy DtoD (Device -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us       6.752us         0.01%       6.752us       3.376us           0 b           0 b           0 b           0 b             2  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       1.536us         0.00%       1.536us       1.536us           0 b           0 b           0 b           0 b             1  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     535.874us         0.70%     535.874us       7.655us           0 b           0 b           0 b           0 b            70  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us     400.641us         0.52%     400.641us       6.164us           0 b           0 b           0 b           0 b            65  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     329.315us         0.43%     329.315us       5.066us           0 b           0 b           0 b           0 b            65  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us     459.428us         0.60%     459.428us       7.068us           0 b           0 b           0 b           0 b            65  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      74.399us         0.10%      74.399us       1.145us           0 b           0 b           0 b           0 b            65  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      76.770us         0.10%      76.770us       1.181us           0 b           0 b           0 b           0 b            65  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     389.088us         0.50%     389.088us       5.986us           0 b           0 b           0 b           0 b            65  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us       1.277ms         1.66%       1.277ms       6.616us           0 b           0 b           0 b           0 b           193  
void kDequantizeBlockwise<float, 512, 64, 8, 0>(floa...         0.00%       0.000us         0.00%       0.000us       0.000us     695.596us         0.90%     695.596us       3.105us           0 b           0 b           0 b           0 b           224  
                                    cudaPeekAtLastError         0.34%      90.652us         0.34%      90.652us       0.202us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           448  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     586.632us         0.76%     586.632us       2.619us           0 b           0 b           0 b           0 b           224  
void kDequantizeBlockwise<__half, 512, 64, 8, 2>(flo...         0.00%       0.000us         0.00%       0.000us       0.000us      14.817ms        19.23%      14.817ms      66.146us           0 b           0 b           0 b           0 b           224  
          cudaOccupancyMaxActiveBlocksPerMultiprocessor         1.42%     380.198us         1.42%     380.198us       1.584us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           240  
                                        cudaMemsetAsync         5.33%       1.430ms         5.33%       1.430ms       7.043us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           203  
                                        Memset (Device)         0.00%       0.000us         0.00%       0.000us       0.000us      90.661us         0.12%      90.661us       0.447us           0 b           0 b           0 b           0 b           203  
ampere_fp16_s1688gemm_fp16_64x128_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us      24.634ms        31.97%      24.634ms     153.965us           0 b           0 b           0 b           0 b           160  
void at::native::index_elementwise_kernel<128, 4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     237.891us         0.31%     237.891us       3.717us           0 b           0 b           0 b           0 b            64  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     213.793us         0.28%     213.793us       3.341us           0 b           0 b           0 b           0 b            64  
void at::native::(anonymous namespace)::CatArrayBatc...         0.00%       0.000us         0.00%       0.000us       0.000us     588.643us         0.76%     588.643us       9.198us           0 b           0 b           0 b           0 b            64  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     811.912us         1.05%     811.912us       8.457us           0 b           0 b           0 b           0 b            96  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     636.070us         0.83%     636.070us       6.626us           0 b           0 b           0 b           0 b            96  
                                 cudaDeviceGetAttribute         0.18%      48.556us         0.18%      48.556us       0.759us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            64  
                                         cuLaunchKernel         2.34%     627.680us         2.34%     627.680us       9.807us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            64  
void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816...         0.00%       0.000us         0.00%       0.000us       0.000us     847.621us         1.10%     847.621us      26.488us           0 b           0 b           0 b           0 b            32  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     277.572us         0.36%     277.572us       8.674us           0 b           0 b           0 b           0 b            32  
void (anonymous namespace)::softmax_warp_forward<c10...         0.00%       0.000us         0.00%       0.000us       0.000us     676.423us         0.88%     676.423us      21.138us           0 b           0 b           0 b           0 b            32  
void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816...         0.00%       0.000us         0.00%       0.000us       0.000us     671.461us         0.87%     671.461us      20.983us           0 b           0 b           0 b           0 b            32  
ampere_fp16_s1688gemm_fp16_128x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us      19.987ms        25.93%      19.987ms     312.293us           0 b           0 b           0 b           0 b            64  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     251.236us         0.33%     251.236us       6.790us           0 b           0 b           0 b           0 b            37  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     557.509us         0.72%     557.509us      17.422us           0 b           0 b           0 b           0 b            32  
ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_3...         0.00%       0.000us         0.00%       0.000us       0.000us       5.183ms         6.73%       5.183ms     863.891us           0 b           0 b           0 b           0 b             6  
ampere_fp16_s1688gemm_fp16_128x64_sliced1x2_ldg8_rel...         0.00%       0.000us         0.00%       0.000us       0.000us     584.263us         0.76%     584.263us     116.853us           0 b           0 b           0 b           0 b             5  
                                  cudaDeviceSynchronize        17.08%       4.579ms        17.08%       4.579ms       4.579ms       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b             1  
void at::native::(anonymous namespace)::CatArrayBatc...         0.00%       0.000us         0.00%       0.000us       0.000us     320.227us         0.42%     320.227us     320.227us           0 b           0 b           0 b           0 b             1  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 26.810ms
Self CUDA time total: 77.065ms
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                               [memory]         0.00%       0.000us         0.00%       0.000us       0.000us       0.000us         0.00%       0.000us       0.000us           0 b           0 b     242.90 Mb     242.90 Mb          4763  
                                       cudaLaunchKernel        69.62%      20.141ms        69.62%      20.141ms       9.072us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b          2220  
void (anonymous namespace)::elementwise_kernel_with_...         0.00%       0.000us         0.00%       0.000us       0.000us       1.952us         0.00%       1.952us       0.976us           0 b           0 b           0 b           0 b             2  
void at::native::(anonymous namespace)::indexSelectL...         0.00%       0.000us         0.00%       0.000us       0.000us      12.449us         0.01%      12.449us      12.449us           0 b           0 b           0 b           0 b             1  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       0.864us         0.00%       0.864us       0.864us           0 b           0 b           0 b           0 b             1  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       1.280us         0.00%       1.280us       1.280us           0 b           0 b           0 b           0 b             1  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       1.024us         0.00%       1.024us       1.024us           0 b           0 b           0 b           0 b             1  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us       2.400us         0.00%       2.400us       2.400us           0 b           0 b           0 b           0 b             1  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       1.504us         0.00%       1.504us       1.504us           0 b           0 b           0 b           0 b             1  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us       1.063ms         1.22%       1.063ms      10.844us           0 b           0 b           0 b           0 b            98  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us       2.720us         0.00%       2.720us       2.720us           0 b           0 b           0 b           0 b             1  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       1.343us         0.00%       1.343us       1.343us           0 b           0 b           0 b           0 b             1  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us       2.400us         0.00%       2.400us       2.400us           0 b           0 b           0 b           0 b             1  
                                        cudaMemcpyAsync         0.12%      33.830us         0.12%      33.830us      16.915us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b             2  
                         Memcpy DtoD (Device -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us       7.136us         0.01%       7.136us       3.568us           0 b           0 b           0 b           0 b             2  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       1.440us         0.00%       1.440us       1.440us           0 b           0 b           0 b           0 b             1  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     560.866us         0.65%     560.866us       8.012us           0 b           0 b           0 b           0 b            70  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us     439.653us         0.51%     439.653us       6.764us           0 b           0 b           0 b           0 b            65  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     364.801us         0.42%     364.801us       5.612us           0 b           0 b           0 b           0 b            65  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us     458.656us         0.53%     458.656us       7.056us           0 b           0 b           0 b           0 b            65  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      64.352us         0.07%      64.352us       0.990us           0 b           0 b           0 b           0 b            65  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      65.217us         0.08%      65.217us       1.003us           0 b           0 b           0 b           0 b            65  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     429.381us         0.49%     429.381us       6.606us           0 b           0 b           0 b           0 b            65  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us       1.381ms         1.59%       1.381ms       7.155us           0 b           0 b           0 b           0 b           193  
void kDequantizeBlockwise<float, 512, 64, 8, 0>(floa...         0.00%       0.000us         0.00%       0.000us       0.000us     690.975us         0.79%     690.975us       3.085us           0 b           0 b           0 b           0 b           224  
                                    cudaPeekAtLastError         0.33%      96.652us         0.33%      96.652us       0.216us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           448  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     587.940us         0.68%     587.940us       2.625us           0 b           0 b           0 b           0 b           224  
void kDequantizeBlockwise<__half, 512, 64, 8, 2>(flo...         0.00%       0.000us         0.00%       0.000us       0.000us      14.769ms        16.99%      14.769ms      65.935us           0 b           0 b           0 b           0 b           224  
          cudaOccupancyMaxActiveBlocksPerMultiprocessor         1.44%     417.943us         1.44%     417.943us       1.531us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           273  
                                        cudaMemsetAsync         5.90%       1.706ms         5.90%       1.706ms       7.261us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           235  
                                        Memset (Device)         0.00%       0.000us         0.00%       0.000us       0.000us     105.566us         0.12%     105.566us       0.449us           0 b           0 b           0 b           0 b           235  
ampere_fp16_s1688gemm_fp16_128x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us      57.622ms        66.28%      57.622ms     250.530us           0 b           0 b           0 b           0 b           230  
void at::native::index_elementwise_kernel<128, 4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     239.778us         0.28%     239.778us       3.747us           0 b           0 b           0 b           0 b            64  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     228.130us         0.26%     228.130us       3.565us           0 b           0 b           0 b           0 b            64  
void at::native::(anonymous namespace)::CatArrayBatc...         0.00%       0.000us         0.00%       0.000us       0.000us     640.007us         0.74%     640.007us      10.000us           0 b           0 b           0 b           0 b            64  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     983.910us         1.13%     983.910us      10.249us           0 b           0 b           0 b           0 b            96  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     701.860us         0.81%     701.860us       7.311us           0 b           0 b           0 b           0 b            96  
ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_3...         0.00%       0.000us         0.00%       0.000us       0.000us     993.669us         1.14%     993.669us      31.052us           0 b           0 b           0 b           0 b            32  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     616.135us         0.71%     616.135us      19.254us           0 b           0 b           0 b           0 b            32  
void (anonymous namespace)::softmax_warp_forward<c10...         0.00%       0.000us         0.00%       0.000us       0.000us       1.013ms         1.17%       1.013ms      31.654us           0 b           0 b           0 b           0 b            32  
                                 cudaDeviceGetAttribute         0.08%      22.951us         0.08%      22.951us       0.717us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            32  
                                         cuLaunchKernel         1.13%     325.735us         1.13%     325.735us      10.179us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            32  
void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816...         0.00%       0.000us         0.00%       0.000us       0.000us     958.600us         1.10%     958.600us      29.956us           0 b           0 b           0 b           0 b            32  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     276.928us         0.32%     276.928us       7.485us           0 b           0 b           0 b           0 b            37  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     621.189us         0.71%     621.189us      19.412us           0 b           0 b           0 b           0 b            32  
ampere_fp16_s1688gemm_fp16_128x64_sliced1x2_ldg8_rel...         0.00%       0.000us         0.00%       0.000us       0.000us     675.781us         0.78%     675.781us     135.156us           0 b           0 b           0 b           0 b             5  
                                  cudaDeviceSynchronize        21.38%       6.184ms        21.38%       6.184ms       6.184ms       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b             1  
void at::native::(anonymous namespace)::CatArrayBatc...         0.00%       0.000us         0.00%       0.000us       0.000us     348.579us         0.40%     348.579us     348.579us           0 b           0 b           0 b           0 b             1  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 28.929ms
Self CUDA time total: 86.936ms
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                               [memory]         0.00%       0.000us         0.00%       0.000us       0.000us       0.000us         0.00%       0.000us       0.000us           0 b           0 b     273.79 Mb     273.79 Mb          4763  
                                       cudaLaunchKernel        68.73%      19.809ms        68.73%      19.809ms       9.054us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b          2188  
void (anonymous namespace)::elementwise_kernel_with_...         0.00%       0.000us         0.00%       0.000us       0.000us       1.792us         0.00%       1.792us       0.896us           0 b           0 b           0 b           0 b             2  
void at::native::(anonymous namespace)::indexSelectL...         0.00%       0.000us         0.00%       0.000us       0.000us      13.760us         0.01%      13.760us      13.760us           0 b           0 b           0 b           0 b             1  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       0.865us         0.00%       0.865us       0.865us           0 b           0 b           0 b           0 b             1  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       1.408us         0.00%       1.408us       1.408us           0 b           0 b           0 b           0 b             1  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       1.056us         0.00%       1.056us       1.056us           0 b           0 b           0 b           0 b             1  
