-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       2.560us         0.00%       2.560us       2.560us           0 b           0 b           0 b           0 b             1  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us       4.224us         0.00%       4.224us       4.224us           0 b           0 b           0 b           0 b             1  
                                        cudaMemcpyAsync         0.04%      36.847us         0.04%      36.847us      18.424us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b             2  
                         Memcpy DtoD (Device -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us      19.648us         0.01%      19.648us       9.824us           0 b           0 b           0 b           0 b             2  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       3.136us         0.00%       3.136us       3.136us           0 b           0 b           0 b           0 b             1  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       1.192ms         0.62%       1.192ms      17.032us           0 b           0 b           0 b           0 b            70  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us     770.500us         0.40%     770.500us      11.854us           0 b           0 b           0 b           0 b            65  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     722.918us         0.37%     722.918us      11.122us           0 b           0 b           0 b           0 b            65  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us     526.501us         0.27%     526.501us       8.100us           0 b           0 b           0 b           0 b            65  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      85.923us         0.04%      85.923us       1.322us           0 b           0 b           0 b           0 b            65  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      76.613us         0.04%      76.613us       1.179us           0 b           0 b           0 b           0 b            65  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     769.798us         0.40%     769.798us      11.843us           0 b           0 b           0 b           0 b            65  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us       2.423ms         1.25%       2.423ms      12.555us           0 b           0 b           0 b           0 b           193  
void kDequantizeBlockwise<float, 512, 64, 8, 0>(floa...         0.00%       0.000us         0.00%       0.000us       0.000us     755.200us         0.39%     755.200us       3.371us           0 b           0 b           0 b           0 b           224  
                                    cudaPeekAtLastError         0.09%      82.115us         0.09%      82.115us       0.183us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           448  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     589.989us         0.31%     589.989us       2.634us           0 b           0 b           0 b           0 b           224  
void kDequantizeBlockwise<__half, 512, 64, 8, 2>(flo...         0.00%       0.000us         0.00%       0.000us       0.000us      14.892ms         7.70%      14.892ms      66.482us           0 b           0 b           0 b           0 b           224  
          cudaOccupancyMaxActiveBlocksPerMultiprocessor         0.41%     374.255us         0.41%     374.255us       1.559us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           240  
                                        cudaMemsetAsync         2.31%       2.083ms         2.31%       2.083ms       8.864us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           235  
                                        Memset (Device)         0.00%       0.000us         0.00%       0.000us       0.000us     234.724us         0.12%     234.724us       0.999us           0 b           0 b           0 b           0 b           235  
ampere_fp16_s1688gemm_fp16_64x128_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us      53.539ms        27.68%      53.539ms     334.617us           0 b           0 b           0 b           0 b           160  
void at::native::index_elementwise_kernel<128, 4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     247.042us         0.13%     247.042us       3.860us           0 b           0 b           0 b           0 b            64  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     327.617us         0.17%     327.617us       5.119us           0 b           0 b           0 b           0 b            64  
void at::native::(anonymous namespace)::CatArrayBatc...         0.00%       0.000us         0.00%       0.000us       0.000us       1.110ms         0.57%       1.110ms      17.344us           0 b           0 b           0 b           0 b            64  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us       6.743ms         3.49%       6.743ms      70.236us           0 b           0 b           0 b           0 b            96  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us       1.276ms         0.66%       1.276ms      13.291us           0 b           0 b           0 b           0 b            96  
                                 cudaDeviceGetAttribute         0.04%      38.269us         0.04%      38.269us       0.598us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            64  
                                         cuLaunchKernel         0.68%     618.422us         0.68%     618.422us       9.663us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            64  
void cutlass::Kernel2<cutlass_75_tensorop_f16_s1688g...         0.00%       0.000us         0.00%       0.000us       0.000us       6.269ms         3.24%       6.269ms     195.918us           0 b           0 b           0 b           0 b            32  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       4.845ms         2.51%       4.845ms     151.420us           0 b           0 b           0 b           0 b            32  
void at::native::(anonymous namespace)::cunn_SoftMax...         0.00%       0.000us         0.00%       0.000us       0.000us      21.514ms        11.12%      21.514ms     672.317us           0 b           0 b           0 b           0 b            32  
void cutlass::Kernel2<cutlass_75_tensorop_f16_s1688g...         0.00%       0.000us         0.00%       0.000us       0.000us       5.673ms         2.93%       5.673ms     177.272us           0 b           0 b           0 b           0 b            32  
ampere_fp16_s1688gemm_fp16_128x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us      43.832ms        22.66%      43.832ms     684.868us           0 b           0 b           0 b           0 b            64  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     609.639us         0.32%     609.639us      16.477us           0 b           0 b           0 b           0 b            37  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       1.702ms         0.88%       1.702ms      53.193us           0 b           0 b           0 b           0 b            32  
                                  cudaStreamIsCapturing         0.00%       1.585us         0.00%       1.585us       1.585us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b             1  
                                             cudaMalloc         0.25%     226.682us         0.25%     226.682us     226.682us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b             1  
                                  cudaDeviceSynchronize        74.55%      67.313ms        74.55%      67.313ms      67.313ms       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b             1  
ampere_fp16_s1688gemm_fp16_128x128_ldg8_f2f_stages_3...         0.00%       0.000us         0.00%       0.000us       0.000us      11.856ms         6.13%      11.856ms       1.976ms           0 b           0 b           0 b           0 b             6  
ampere_fp16_s1688gemm_fp16_128x64_sliced1x2_ldg8_rel...         0.00%       0.000us         0.00%       0.000us       0.000us       1.266ms         0.65%       1.266ms     253.128us           0 b           0 b           0 b           0 b             5  
void at::native::(anonymous namespace)::CatArrayBatc...         0.00%       0.000us         0.00%       0.000us       0.000us     775.525us         0.40%     775.525us     775.525us           0 b           0 b           0 b           0 b             1  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 90.290ms
Self CUDA time total: 193.403ms
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                               [memory]         0.00%       0.000us         0.00%       0.000us       0.000us       0.000us         0.00%       0.000us       0.000us           0 b           0 b     550.79 Mb     550.79 Mb          4763  
                                       cudaLaunchKernel        19.49%      19.504ms        19.49%      19.504ms       8.914us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b          2188  
void (anonymous namespace)::elementwise_kernel_with_...         0.00%       0.000us         0.00%       0.000us       0.000us       1.952us         0.00%       1.952us       0.976us           0 b           0 b           0 b           0 b             2  
void at::native::(anonymous namespace)::indexSelectL...         0.00%       0.000us         0.00%       0.000us       0.000us      26.592us         0.01%      26.592us      26.592us           0 b           0 b           0 b           0 b             1  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       0.896us         0.00%       0.896us       0.896us           0 b           0 b           0 b           0 b             1  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       3.263us         0.00%       3.263us       3.263us           0 b           0 b           0 b           0 b             1  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       1.088us         0.00%       1.088us       1.088us           0 b           0 b           0 b           0 b             1  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us       4.448us         0.00%       4.448us       4.448us           0 b           0 b           0 b           0 b             1  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       4.128us         0.00%       4.128us       4.128us           0 b           0 b           0 b           0 b             1  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us      10.178ms         4.99%      10.178ms     103.862us           0 b           0 b           0 b           0 b            98  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us       5.248us         0.00%       5.248us       5.248us           0 b           0 b           0 b           0 b             1  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       2.528us         0.00%       2.528us       2.528us           0 b           0 b           0 b           0 b             1  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us       4.641us         0.00%       4.641us       4.641us           0 b           0 b           0 b           0 b             1  
                                        cudaMemcpyAsync         0.04%      35.966us         0.04%      35.966us      17.983us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b             2  
                         Memcpy DtoD (Device -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us      18.112us         0.01%      18.112us       9.056us           0 b           0 b           0 b           0 b             2  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       2.816us         0.00%       2.816us       2.816us           0 b           0 b           0 b           0 b             1  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       1.311ms         0.64%       1.311ms      18.726us           0 b           0 b           0 b           0 b            70  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us     811.949us         0.40%     811.949us      12.492us           0 b           0 b           0 b           0 b            65  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     783.460us         0.38%     783.460us      12.053us           0 b           0 b           0 b           0 b            65  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us     530.755us         0.26%     530.755us       8.165us           0 b           0 b           0 b           0 b            65  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      91.137us         0.04%      91.137us       1.402us           0 b           0 b           0 b           0 b            65  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      77.089us         0.04%      77.089us       1.186us           0 b           0 b           0 b           0 b            65  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     816.936us         0.40%     816.936us      12.568us           0 b           0 b           0 b           0 b            65  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us       2.647ms         1.30%       2.647ms      13.714us           0 b           0 b           0 b           0 b           193  
void kDequantizeBlockwise<float, 512, 64, 8, 0>(floa...         0.00%       0.000us         0.00%       0.000us       0.000us     761.996us         0.37%     761.996us       3.402us           0 b           0 b           0 b           0 b           224  
                                    cudaPeekAtLastError         0.08%      78.990us         0.08%      78.990us       0.176us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           448  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     586.364us         0.29%     586.364us       2.618us           0 b           0 b           0 b           0 b           224  
void kDequantizeBlockwise<__half, 512, 64, 8, 2>(flo...         0.00%       0.000us         0.00%       0.000us       0.000us      14.861ms         7.28%      14.861ms      66.343us           0 b           0 b           0 b           0 b           224  
          cudaOccupancyMaxActiveBlocksPerMultiprocessor         0.38%     382.361us         0.38%     382.361us       1.593us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           240  
                                        cudaMemsetAsync         2.11%       2.107ms         2.11%       2.107ms       8.966us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           235  
                                        Memset (Device)         0.00%       0.000us         0.00%       0.000us       0.000us     237.862us         0.12%     237.862us       1.012us           0 b           0 b           0 b           0 b           235  
ampere_fp16_s1688gemm_fp16_128x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us     113.897ms        55.83%     113.897ms     495.204us           0 b           0 b           0 b           0 b           230  
void at::native::index_elementwise_kernel<128, 4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     247.870us         0.12%     247.870us       3.873us           0 b           0 b           0 b           0 b            64  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     342.366us         0.17%     342.366us       5.349us           0 b           0 b           0 b           0 b            64  
void at::native::(anonymous namespace)::CatArrayBatc...         0.00%       0.000us         0.00%       0.000us       0.000us       1.159ms         0.57%       1.159ms      18.107us           0 b           0 b           0 b           0 b            64  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us       7.747ms         3.80%       7.747ms      80.695us           0 b           0 b           0 b           0 b            96  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us       1.387ms         0.68%       1.387ms      14.443us           0 b           0 b           0 b           0 b            96  
                                 cudaDeviceGetAttribute         0.04%      38.253us         0.04%      38.253us       0.598us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            64  
                                         cuLaunchKernel         0.63%     630.057us         0.63%     630.057us       9.845us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            64  
void cutlass::Kernel2<cutlass_75_tensorop_f16_s1688g...         0.00%       0.000us         0.00%       0.000us       0.000us       5.738ms         2.81%       5.738ms     179.318us           0 b           0 b           0 b           0 b            32  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       5.914ms         2.90%       5.914ms     184.815us           0 b           0 b           0 b           0 b            32  
void at::native::(anonymous namespace)::cunn_SoftMax...         0.00%       0.000us         0.00%       0.000us       0.000us      24.060ms        11.79%      24.060ms     751.883us           0 b           0 b           0 b           0 b            32  
void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816...         0.00%       0.000us         0.00%       0.000us       0.000us       4.962ms         2.43%       4.962ms     155.049us           0 b           0 b           0 b           0 b            32  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     693.258us         0.34%     693.258us      18.737us           0 b           0 b           0 b           0 b            37  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       1.976ms         0.97%       1.976ms      61.745us           0 b           0 b           0 b           0 b            32  
                                  cudaStreamIsCapturing         0.00%       1.710us         0.00%       1.710us       1.710us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b             1  
                                             cudaMalloc         0.22%     215.486us         0.22%     215.486us     215.486us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b             1  
                                  cudaDeviceSynchronize        77.02%      77.083ms        77.02%      77.083ms      77.083ms       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b             1  
ampere_fp16_s1688gemm_fp16_128x64_sliced1x2_ldg8_rel...         0.00%       0.000us         0.00%       0.000us       0.000us       1.290ms         0.63%       1.290ms     258.005us           0 b           0 b           0 b           0 b             5  
void at::native::(anonymous namespace)::CatArrayBatc...         0.00%       0.000us         0.00%       0.000us       0.000us     837.542us         0.41%     837.542us     837.542us           0 b           0 b           0 b           0 b             1  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 100.076ms
Self CUDA time total: 204.020ms
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                               [memory]         0.00%       0.000us         0.00%       0.000us       0.000us       0.000us         0.00%       0.000us       0.000us           0 b           0 b     606.26 Mb     606.26 Mb          4763  
                                       cudaLaunchKernel        16.34%      20.968ms        16.34%      20.968ms       9.583us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b          2188  
void (anonymous namespace)::elementwise_kernel_with_...         0.00%       0.000us         0.00%       0.000us       0.000us       1.984us         0.00%       1.984us       0.992us           0 b           0 b           0 b           0 b             2  
void at::native::(anonymous namespace)::indexSelectL...         0.00%       0.000us         0.00%       0.000us       0.000us      28.576us         0.01%      28.576us      28.576us           0 b           0 b           0 b           0 b             1  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       0.896us         0.00%       0.896us       0.896us           0 b           0 b           0 b           0 b             1  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       3.712us         0.00%       3.712us       3.712us           0 b           0 b           0 b           0 b             1  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       1.216us         0.00%       1.216us       1.216us           0 b           0 b           0 b           0 b             1  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us       4.929us         0.00%       4.929us       4.929us           0 b           0 b           0 b           0 b             1  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       4.832us         0.00%       4.832us       4.832us           0 b           0 b           0 b           0 b             1  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us      12.065ms         5.21%      12.065ms     123.110us           0 b           0 b           0 b           0 b            98  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us       5.792us         0.00%       5.792us       5.792us           0 b           0 b           0 b           0 b             1  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       3.167us         0.00%       3.167us       3.167us           0 b           0 b           0 b           0 b             1  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us       5.152us         0.00%       5.152us       5.152us           0 b           0 b           0 b           0 b             1  
                                        cudaMemcpyAsync         0.03%      38.929us         0.03%      38.929us      19.464us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b             2  
                         Memcpy DtoD (Device -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us      19.136us         0.01%      19.136us       9.568us           0 b           0 b           0 b           0 b             2  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       3.872us         0.00%       3.872us       3.872us           0 b           0 b           0 b           0 b             1  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       1.436ms         0.62%       1.436ms      20.514us           0 b           0 b           0 b           0 b            70  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us     885.125us         0.38%     885.125us      13.617us           0 b           0 b           0 b           0 b            65  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     873.510us         0.38%     873.510us      13.439us           0 b           0 b           0 b           0 b            65  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us     558.436us         0.24%     558.436us       8.591us           0 b           0 b           0 b           0 b            65  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      94.882us         0.04%      94.882us       1.460us           0 b           0 b           0 b           0 b            65  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      77.956us         0.03%      77.956us       1.199us           0 b           0 b           0 b           0 b            65  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     884.450us         0.38%     884.450us      13.607us           0 b           0 b           0 b           0 b            65  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us       2.914ms         1.26%       2.914ms      15.100us           0 b           0 b           0 b           0 b           193  
void kDequantizeBlockwise<float, 512, 64, 8, 0>(floa...         0.00%       0.000us         0.00%       0.000us       0.000us     763.684us         0.33%     763.684us       3.409us           0 b           0 b           0 b           0 b           224  
                                    cudaPeekAtLastError         0.06%      78.774us         0.06%      78.774us       0.176us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           448  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     590.080us         0.25%     590.080us       2.634us           0 b           0 b           0 b           0 b           224  
void kDequantizeBlockwise<__half, 512, 64, 8, 2>(flo...         0.00%       0.000us         0.00%       0.000us       0.000us      14.873ms         6.42%      14.873ms      66.398us           0 b           0 b           0 b           0 b           224  
          cudaOccupancyMaxActiveBlocksPerMultiprocessor         0.28%     363.494us         0.28%     363.494us       1.515us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           240  
                                        cudaMemsetAsync         1.63%       2.088ms         1.63%       2.088ms       8.884us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           235  
                                        Memset (Device)         0.00%       0.000us         0.00%       0.000us       0.000us     239.454us         0.10%     239.454us       1.019us           0 b           0 b           0 b           0 b           235  
ampere_fp16_s1688gemm_fp16_128x64_sliced1x2_ldg8_f2f...         0.00%       0.000us         0.00%       0.000us       0.000us     127.605ms        55.09%     127.605ms     554.804us           0 b           0 b           0 b           0 b           230  
void at::native::index_elementwise_kernel<128, 4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     245.342us         0.11%     245.342us       3.833us           0 b           0 b           0 b           0 b            64  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     366.468us         0.16%     366.468us       5.726us           0 b           0 b           0 b           0 b            64  
void at::native::(anonymous namespace)::CatArrayBatc...         0.00%       0.000us         0.00%       0.000us       0.000us       1.257ms         0.54%       1.257ms      19.637us           0 b           0 b           0 b           0 b            64  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us       9.117ms         3.94%       9.117ms      94.969us           0 b           0 b           0 b           0 b            96  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us       1.476ms         0.64%       1.476ms      15.375us           0 b           0 b           0 b           0 b            96  
                                 cudaDeviceGetAttribute         0.03%      38.203us         0.03%      38.203us       0.597us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            64  
                                         cuLaunchKernel         0.48%     621.856us         0.48%     621.856us       9.716us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            64  
void cutlass::Kernel2<cutlass_75_tensorop_f16_s1688g...         0.00%       0.000us         0.00%       0.000us       0.000us       8.470ms         3.66%       8.470ms     264.681us           0 b           0 b           0 b           0 b            32  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       6.995ms         3.02%       6.995ms     218.609us           0 b           0 b           0 b           0 b            32  
void at::native::(anonymous namespace)::cunn_SoftMax...         0.00%       0.000us         0.00%       0.000us       0.000us      27.067ms        11.69%      27.067ms     845.842us           0 b           0 b           0 b           0 b            32  
void cutlass::Kernel2<cutlass_75_tensorop_f16_s1688g...         0.00%       0.000us         0.00%       0.000us       0.000us       7.019ms         3.03%       7.019ms     219.328us           0 b           0 b           0 b           0 b            32  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     911.530us         0.39%     911.530us      24.636us           0 b           0 b           0 b           0 b            37  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       2.330ms         1.01%       2.330ms      72.800us           0 b           0 b           0 b           0 b            32  
                                  cudaStreamIsCapturing         0.00%       1.751us         0.00%       1.751us       1.751us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b             1  
                                             cudaMalloc         0.17%     217.931us         0.17%     217.931us     217.931us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b             1  
                                  cudaDeviceSynchronize        80.97%     103.916ms        80.97%     103.916ms     103.916ms       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b             1  
ampere_fp16_s1688gemm_fp16_128x64_sliced1x2_ldg8_rel...         0.00%       0.000us         0.00%       0.000us       0.000us       1.509ms         0.65%       1.509ms     301.749us           0 b           0 b           0 b           0 b             5  
void at::native::(anonymous namespace)::CatArrayBatc...         0.00%       0.000us         0.00%       0.000us       0.000us     918.214us         0.40%     918.214us     918.214us           0 b           0 b           0 b           0 b             1  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 128.332ms
Self CUDA time total: 231.624ms
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                               [memory]         0.00%       0.000us         0.00%       0.000us       0.000us       0.000us         0.00%       0.000us       0.000us           0 b           0 b     650.79 Mb     650.79 Mb          4763  
                                       cudaLaunchKernel        18.22%      26.703ms        18.22%      26.703ms      12.204us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b          2188  
